date,tt,rh,pp,ws,wd,sr,rr
2024-01-02 13:10:00+00,19.51,96.5,848.3589,0.038,246.0,0.0,0.0
2024-01-02 13:20:00+00,19.52,96.4,848.4734,0.421,133.7,0.0,0.0
2024-01-02 13:30:00+00,19.47,96.3,848.5516,0.114,255.9,0.0,0.0
2024-01-02 13:40:00+00,19.41,96.3,848.6332,0.0,208.2,0.0,0.0
2024-01-02 13:50:00+00,19.48,96.5,848.5999,0.044,187.2,0.0,0.0
2024-01-02 14:00:00+00,19.68,96.9,848.5999,0.361,289.5,0.0,0.0
2024-01-02 14:10:00+00,19.64,96.9,848.6589,0.173,280.9,0.0,0.0
2024-01-02 14:20:00+00,19.67,97.0,848.79,0.255,302.0,0.0,0.0
2024-01-02 14:30:00+00,19.57,96.9,848.72,0.397,305.6,0.0,0.0
2024-01-02 14:40:00+00,19.58,97.0,848.7999,0.511,296.2,0.0,0.0
2024-01-02 14:50:00+00,19.47,96.9,848.715,0.312,284.6,0.0,0.0
2024-01-02 15:00:00+00,19.4,96.9,848.7933,0.125,253.6,0.0,0.0
2024-01-02 15:10:00+00,19.3,96.9,848.7999,0.004,270.7,0.0,0.0
2024-01-02 15:20:00+00,19.28,97.0,848.8417,0.09,233.7,0.0,0.0
2024-01-02 15:30:00+00,19.3,97.2,848.96,0.046,150.7,0.0,0.0
2024-01-02 15:40:00+00,19.36,97.3,848.9,0.01,269.5,0.0,0.0
2024-01-02 15:50:00+00,19.3,97.1,848.9,0.012,93.6,0.0,0.0
2024-01-02 16:00:00+00,19.19,97.0,848.9,0.63,127.1,0.0,0.0
2024-01-02 16:10:00+00,19.14,96.9,848.895,0.612,94.9,0.0,0.0
2024-01-02 16:20:00+00,19.08,96.7,848.715,0.329,135.3,0.0,0.0
2024-01-02 16:30:00+00,18.95,96.5,848.5999,0.0,192.2,0.0,0.0
2024-01-02 16:40:00+00,18.92,96.6,848.5583,0.393,106.9,0.0,0.0
2024-01-02 16:50:00+00,18.78,96.5,848.4483,0.51,123.4,0.0,0.0
2024-01-02 17:00:00+00,18.73,96.7,848.2867,0.145,214.6,0.0,0.0
2024-01-02 17:10:00+00,18.8,97.0,848.125,0.147,251.4,0.0,0.0
2024-01-02 17:20:00+00,18.9,97.2,848.0949,0.483,271.1,0.0,0.0
2024-01-02 17:30:00+00,19.03,97.4,847.99,0.699,262.0,0.0,0.0
2024-01-02 17:40:00+00,19.1,97.5,847.7766,0.49,292.4,0.0,0.0
2024-01-02 17:50:00+00,19.06,97.6,847.6082,0.593,284.7,0.0,0.0
2024-01-02 18:00:00+00,19.04,97.6,847.4766,0.508,238.3,0.0,0.0
2024-01-02 18:10:00+00,19.0,97.7,847.4,0.273,147.6,0.0,0.0
2024-01-02 18:20:00+00,18.89,97.6,847.3733,0.023,104.0,0.0,0.0
2024-01-02 18:30:00+00,18.8,97.5,847.245,0.0,116.9,0.0,0.0
2024-01-02 18:40:00+00,18.85,97.6,847.2,0.071,214.7,0.0,0.0
2024-01-02 18:50:00+00,18.9,97.6,847.1317,0.3,211.9,0.0,0.0
2024-01-02 19:00:00+00,18.9,97.6,847.0466,0.298,267.9,0.0,0.0
2024-01-02 19:10:00+00,18.9,97.5,847.0,0.599,279.6,0.0,0.0
2024-01-02 19:20:00+00,18.9,97.5,847.0,0.709,245.9,0.0,0.0
2024-01-02 19:30:00+00,18.9,97.5,847.0117,0.671,250.8,0.0,0.0
2024-01-02 19:40:00+00,18.82,97.5,847.1416,0.674,276.8,0.0,0.0
2024-01-02 19:50:00+00,18.8,97.6,847.1416,0.986,265.8,0.0,0.0
2024-01-02 20:00:00+00,18.21,96.9,847.0082,1.928,289.9,0.0,0.0
2024-01-02 20:10:00+00,17.92,96.6,847.0,2.153,309.7,0.0,0.0
2024-01-02 20:20:00+00,17.9,96.9,847.0,1.034,308.2,0.0,0.0
2024-01-02 20:30:00+00,17.9,97.1,847.0,1.393,305.1,0.0,0.0
2024-01-02 20:40:00+00,17.98,97.3,847.0,1.182,285.0,0.0,0.0
2024-01-02 20:50:00+00,18.1,97.5,847.075,1.157,286.4,0.0,0.0
2024-01-02 21:00:00+00,18.12,97.6,847.0382,1.118,286.3,0.0,0.0
2024-01-02 21:10:00+00,18.06,97.6,846.8696,1.443,294.3,0.0,0.0
2024-01-02 21:20:00+00,18.0,97.6,846.705,0.889,269.4,0.0,0.0
2024-01-02 21:30:00+00,18.02,97.7,846.8817,0.77,297.6,0.0,0.0
2024-01-02 21:40:00+00,18.06,97.7,847.065,0.84,298.2,0.0,0.0
2024-01-02 21:50:00+00,18.03,97.7,847.0999,0.472,307.7,0.0,0.0
2024-01-02 22:00:00+00,18.03,97.7,847.1783,0.252,284.8,0.0,0.0
2024-01-02 22:10:00+00,18.06,97.7,847.2999,0.516,282.5,0.0,0.0
2024-01-02 22:20:00+00,18.03,97.7,847.3417,0.357,280.6,0.0,0.0
2024-01-02 22:30:00+00,18.08,97.8,847.4,0.551,257.8,0.0,0.0
2024-01-02 22:40:00+00,18.1,97.8,847.4566,0.681,214.1,0.214,0.0
2024-01-02 22:50:00+00,18.17,97.8,847.5,0.321,286.1,2.63,0.0
2024-01-02 23:00:00+00,18.2,97.8,847.57,0.683,285.2,4.985,0.0
2024-01-02 23:10:00+00,18.23,97.8,847.6696,1.072,220.3,11.59,0.0
2024-01-02 23:20:00+00,18.2,97.7,847.8083,0.85,238.4,17.52,0.0
2024-01-02 23:30:00+00,18.26,97.6,848.075,1.2,257.9,24.16,0.0
2024-01-02 23:40:00+00,18.3,97.5,848.0999,0.692,282.8,38.26,0.0
2024-01-02 23:50:00+00,18.43,97.5,848.1716,1.327,305.3,47.34,0.0
2024-01-03 00:00:00+00,18.49,97.3,848.345,1.679,311.6,68.3,0.0
2024-01-03 00:10:00+00,18.58,97.2,848.3536,1.541,295.7,74.48,0.0
2024-01-03 00:20:00+00,18.69,97.1,848.3683,1.724,297.1,69.17,0.0
2024-01-03 00:30:00+00,18.78,97.1,848.465,1.48,293.3,70.07,0.0
2024-01-03 00:40:00+00,18.81,97.0,848.595,1.155,289.6,74.7,0.0
2024-01-03 00:50:00+00,18.94,97.0,848.715,1.027,285.0,92.0,0.0
2024-01-03 01:00:00+00,19.22,96.8,848.8616,1.223,281.3,179.9,0.0
2024-01-03 01:10:00+00,19.71,95.3,848.9196,1.897,295.9,290.0,0.0
2024-01-03 01:20:00+00,19.84,93.8,849.0,1.693,297.2,178.1,0.0
