date,tt,rh,pp,ws,wd,sr,rr
2024-01-02 19:40:00+00,25.33,94.0,1000.9,0.977,242.7,0.0,0.0
2024-01-02 19:50:00+00,25.36,94.4,1000.88,1.01,268.9,0.0,0.0
2024-01-02 20:00:00+00,25.43,94.5,1000.64,1.391,248.3,0.0,0.0
2024-01-02 20:10:00+00,25.41,94.5,1000.825,0.981,200.5,0.0,0.0
2024-01-02 20:20:00+00,25.31,93.9,1000.8,0.96,234.0,0.0,0.0
2024-01-02 20:30:00+00,25.3,93.9,1000.72,0.561,233.9,0.0,0.0
2024-01-02 20:40:00+00,25.28,94.0,1000.655,0.465,220.1,0.0,0.0
2024-01-02 20:50:00+00,25.36,94.7,1000.98,0.0,102.1,0.0,0.0
2024-01-02 21:00:00+00,25.33,95.2,1001.065,0.299,55.15,0.0,0.0
2024-01-02 21:10:00+00,25.32,95.5,1001.2,0.32,43.25,0.0,0.0
2024-01-02 21:20:00+00,25.28,95.6,1001.2,0.281,193.5,0.0,0.0
2024-01-02 21:30:00+00,25.31,95.9,1001.31,0.286,161.4,0.0,0.0
2024-01-02 21:40:00+00,25.33,96.0,1001.36,0.308,112.2,0.0,0.0
2024-01-02 21:50:00+00,25.34,96.0,1001.22,0.052,169.2,0.0,0.0
2024-01-02 22:00:00+00,25.39,96.0,1001.45,0.36,103.5,0.0,0.0
2024-01-02 22:10:00+00,25.36,96.0,1001.6,0.093,62.02,0.0,0.0
2024-01-02 22:20:00+00,25.36,96.0,1001.695,0.141,101.7,0.0,0.0
2024-01-02 22:30:00+00,25.4,96.1,1001.82,0.245,109.7,0.0,0.2
2024-01-02 22:40:00+00,25.48,96.5,1001.9,0.265,130.8,0.0,0.6
2024-01-02 22:50:00+00,25.5,96.6,1002.045,0.336,145.4,0.0,1.8
2024-01-02 23:00:00+00,25.46,96.6,1002.155,0.971,143.0,0.0,0.8
2024-01-02 23:10:00+00,25.35,96.6,1002.27,1.175,157.2,0.0,0.8
2024-01-02 23:20:00+00,25.3,96.6,1002.445,0.551,168.3,0.053,1.0
2024-01-02 23:30:00+00,25.27,96.5,1002.5,0.288,242.0,0.728,0.8
2024-01-02 23:40:00+00,25.26,96.6,1002.615,0.49,147.0,1.562,0.4
2024-01-02 23:50:00+00,25.3,96.8,1002.585,0.245,134.4,2.311,0.4
2024-01-03 00:00:00+00,25.3,96.9,1002.505,0.55,187.1,3.508,0.6
2024-01-03 00:10:00+00,25.32,96.9,1002.89,0.423,112.6,5.12,0.6
2024-01-03 00:20:00+00,25.33,96.9,1003.245,0.015,34.49,6.7,0.8
2024-01-03 00:30:00+00,25.33,97.0,1003.62,0.141,44.68,8.82,0.4
2024-01-03 00:40:00+00,25.36,97.0,1003.8,0.067,25.23,12.4,0.6
2024-01-03 00:50:00+00,25.43,97.1,1003.88,0.195,127.9,15.56,0.4
2024-01-03 01:00:00+00,25.49,97.2,1003.995,0.332,175.2,18.32,0.6
2024-01-03 01:10:00+00,25.5,97.2,1004.0,0.09,293.6,22.84,0.4
2024-01-03 01:20:00+00,25.48,97.2,1003.905,0.085,198.1,28.35,0.6
2024-01-03 01:30:00+00,25.51,97.2,1003.845,0.232,230.0,33.84,0.2
2024-01-03 01:40:00+00,25.61,97.3,1003.81,0.21,216.7,42.72,0.2
2024-01-03 01:50:00+00,25.67,97.3,1003.85,0.284,189.4,54.65,0.2
2024-01-03 02:00:00+00,25.74,97.2,1003.425,1.23,283.8,80.8,0.0
2024-01-03 02:10:00+00,25.78,97.2,1003.42,0.913,268.5,98.5,0.0
2024-01-03 02:20:00+00,25.88,97.1,1003.575,1.37,280.7,114.4,0.0
2024-01-03 02:30:00+00,25.95,97.0,1003.525,0.892,298.3,144.4,0.0
2024-01-03 02:40:00+00,25.89,96.6,1003.57,0.927,248.5,131.1,0.0
2024-01-03 02:50:00+00,26.06,96.4,1003.58,0.557,279.0,138.2,0.0
2024-01-03 03:00:00+00,26.21,96.2,1003.5,0.964,287.8,176.7,0.0
2024-01-03 03:10:00+00,26.21,95.2,1003.535,0.953,294.0,164.3,0.0
2024-01-03 03:20:00+00,26.29,94.6,1003.6,0.895,285.5,256.5,0.0
2024-01-03 03:30:00+00,26.53,93.2,1003.6,0.981,276.7,250.7,0.0
2024-01-03 03:40:00+00,26.67,91.6,1003.495,0.877,272.0,195.4,0.0
2024-01-03 03:50:00+00,26.94,91.6,1003.47,1.026,248.8,251.4,0.0
2024-01-03 04:00:00+00,27.09,89.7,1003.375,1.52,278.6,259.2,0.0
2024-01-03 04:10:00+00,27.22,89.2,1003.265,1.546,257.1,285.1,0.0
2024-01-03 04:20:00+00,27.47,88.3,1003.2,1.895,249.9,434.1,0.0
2024-01-03 04:30:00+00,27.82,86.9,1003.11,1.494,267.1,449.4,0.0
